Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
12/IP/1663,SFI Investigator Programme,Investigator Project,,David Chew,https://orcid.org/0000-0002-6940-1035,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Microanalysis of detrital apatite: a new provenance proxy in sedimentary systems,2013-04-01,2017-09-30," 279,484.20 "
12/IA/1667,SFI Investigator Programme,Investigator Award,,Cliona O'Farrelly,https://orcid.org/0000-0002-0616-2874,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Is Natural Resistance to Hepatitis C in an Irish Cohort Associated with JAK/STAT Resistance to HCV Targeting?  Towards New Anti-Viral Strategies ,2013-04-01,2019-12-31," 1,740,765.00 "
12/IP/1670,SFI Investigator Programme,Investigator Project,,Derek Morris,https://orcid.org/0000-0002-3413-570X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Gene discovery in schizophrenia using family-based sequencing methods,2013-04-01,2017-09-30," 353,844.24 "
12/IP/1673,SFI Investigator Programme,Investigator Project,,Mario Fares,https://orcid.org/0000-0002-2592-8759,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding the role of molecular chaperones in robustness and functional innovation,2013-05-01,2016-04-30," 371,357.91 "
12/IA/1683,SFI Investigator Programme,Investigator Award,,Stephen O'Brien,https://orcid.org/0000-0003-0036-5643,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,"Applied mathematical modelling applied to enterprise, science and technology  (MACSI)",2013-05-01,2018-12-31," 2,762,837.00 "
12/IP/1686,SFI Investigator Programme,Investigator Project,,Tara McMorrow,https://orcid.org/0000-0002-9639-6358,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Molecular mechanisms of cilia loss in mammalian epithelial cells,2013-04-01,2017-09-30," 318,013.20 "
12/IP/1688(X),SFI Investigator Programme,Investigator Project,,Wenxin Wang,https://orcid.org/0000-0002-5053-0611,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Development and Delivery of Nonviral S/MAR Minicircles for Long-term Type VII Collagen Gene expression for the Treatment of Recessive Dystrophic Epidermolysis Bullosa,2013-04-01,2013-11-30," 47,704.26 "
12/IP/1692,SFI Investigator Programme,Investigator Project,,Fernando Rhen,https://orcid.org/0000-0002-6051-5298,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Nanostructured alloy for high-energy-efficient fuel cells,2013-04-01,2017-06-30," 174,549.00 "
12/IP/1695,SFI Investigator Programme,Investigator Project,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,A Vaccination Strategy Against Aspergillus fumigatus Infection.,2013-04-01,2017-10-31," 353,677.52 "
12/IA/1697,SFI Investigator Programme,Investigator Award,,Johannes Klaas Slingerland,https://orcid.org/0000-0002-9112-269X,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Topological Order and Fault Tolerant Quantum Computation,2013-09-01,2019-09-30," 669,802.91 "
12/IP/1703,SFI Investigator Programme,Investigator Project,,Grace Morgan,https://orcid.org/0000-0002-5467-0507,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Nano-Assembly of Functional Magnetic and Magneto-Optical Materials,2013-03-01,2018-08-31," 317,835.30 "
12/IP/1722,SFI Investigator Programme,Investigator Project,,James Rohan,https://orcid.org/0000-0003-0415-1140,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Nanomaterials design and fabrication for Energy Storage,2013-04-01,2017-11-30," 236,018.00 "
12/IP/1723,SFI Investigator Programme,Investigator Project,,Patrick McGarry,https://orcid.org/0000-0001-8616-4011,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Active changes in artery structure and contractility in response to stenting,2013-04-01,2018-09-30," 225,779.63 "
12/IP/1727,SFI Investigator Programme,Investigator Project,,Gianpiero Cavalleri,https://orcid.org/0000-0002-9802-0506,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,The identification and characterisation of genomic signatures of hypoxia induced natural selection,2013-04-01,2017-09-30," 363,811.00 "
12/IP/1731(X),SFI Investigator Programme,Investigator Project,,Dermot Brougham,https://orcid.org/0000-0002-1270-8415,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Long-circulating Magnetic Nanoparticles for Biomedical Applications through Mimetic Surface Chemistry,2013-04-01,2015-12-31," 98,833.11 "
12/IP/1732,SFI Investigator Programme,Investigator Project,,Michael Gilchrist,https://orcid.org/0000-0003-1765-429X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Characterising Mechanical Properties of Brain Tissue using Novel Micro Indentation Tests,2013-04-01,2017-12-31," 314,750.80 "
12/IA/1736,SFI Investigator Programme,Investigator Award,,Paul Moynagh,https://orcid.org/0000-0002-4139-3061,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Defining the roles and mechanisms of action of Pellino proteins in immunity and inflammatory diseases ,2013-10-01,2019-02-28," 2,042,512.00 "
12/IA/1742,SFI Investigator Programme,Investigator Award,,John Costello,https://orcid.org/0000-0003-4677-9999,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Stagnation Layers in Laser Ablation Based Analytical Techniques,2013-07-01,2017-12-31," 816,547.00 "
00/PI.1/B038,SFI Principal Investigator Programme,,,Seamus Martin,https://orcid.org/0000-0002-8539-3143,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Establishing functional proteomic maps of proteins involved in apoptosis,2001-10-01,2007-03-04," 5,471,668.03 "
00/PI.1/B045,SFI Principal Investigator Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines,2001-10-01,2006-12-04," 8,069,351.70 "
00/PI.1/B052,SFI Principal Investigator Programme,,,Kenneth Wolfe,https://orcid.org/0000-0003-4992-4979,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functional Organisation of Eukaryotic Genomes,2001-10-01,2006-12-04," 5,632,098.22 "
00/PI.1/C017,SFI Principal Investigator Programme,,,John Lewis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Measurement-Based Resource Management in Communication Networks.,2001-12-01,2006-11-05," 2,993,354.60 "
00/PI.1/C028,SFI Principal Investigator Programme,,,John Pethica,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Nanostructures and Molecule Mechanics.,2001-12-01,2007-05-04," 7,567,188.72 "
00/PI.1/C042,SFI Principal Investigator Programme,,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Studies of Surfaces and Interfaces of Magnetic Spinel Oxides.,2001-12-01,2006-11-05," 7,785,757.07 "
00/PI.1/C043A,SFI Principal Investigator Programme,,,Michael Coey,https://orcid.org/0000-0003-0053-8452,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Conception and Implementation of Nanoscale Spin Electronics (CINSE),2001-12-01,2006-11-05," 7,458,077.04 "
00/PI.1/C067,SFI Principal Investigator Programme,,,Doug Leith,https://orcid.org/0000-0003-4056-4014,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Centre for the analysis and design of interacting computer controlled systems,2001-11-01,2007-04-04," 7,939,335.11 "
00/PI.1/C072,SFI Principal Investigator Programme,,,Eoin O'Reilly,https://orcid.org/0000-0001-5537-2985,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,The Physics of Next Generation ICT Photonic Devices..,2001-12-01,2007-02-28," 6,343,003.00 "
00/PI.1/C075,SFI Principal Investigator Programme,,,Eugene Freuder,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Constraint Computation: Automation and Application,2001-12-01,2006-11-05," 8,240,514.66 "
00/PI.1/C077A.2,SFI Principal Investigator Programme,,,John Boland,https://orcid.org/0000-0002-3229-8038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Atomtronics: Nanoscale Science and Technology for Future Information.,2001-12-01,2007-05-04," 8,287,672.71 "
01/PI.2/C009,SFI Principal Investigator Programme,Principal Investigator - Fellowship,,David Parnas,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Mathematical Foundations Practical Notations and Tools for Reliable Flexible Systems,2002-10-01,2008-03-03," 5,268,514.26 "
01/F.1/B022,SFI Principal Investigator Programme,,,Cormac Taylor,https://orcid.org/0000-0002-0946-1247,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Impact of Hypoxia on cAMP-dependent Pro-inflammatory Gene Expression in Epithelial Cells,2002-08-01,2007-07-06," 1,612,706.12 "
01/F1/B018,SFI Principal Investigator Programme,,,Ciaran Morrison,https://orcid.org/0000-0003-2401-7029,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,DNA double-strand break repair and the maintenance of genomic stability,2002-09-01,2007-08-06," 1,624,292.94 "
01/PI.2/B024,SFI Principal Investigator Programme,,,Luke O'Neill,https://orcid.org/0000-0002-4333-2748,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Toll-like receptors: targets for intervention in inflammatory and infectious diseases,2002-08-01,2008-01-02," 3,605,786.43 "
01/F.1/B006,SFI Principal Investigator Programme,,,Kevin Mitchell,https://orcid.org/0000-0002-3433-4530,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,A molecular genetic approach to elucidate brain wiring mechanisms in mouse,2002-06-01,2007-11-02," 1,814,153.90 "
01/PI.2/C033,SFI Principal Investigator Programme,,,Suzi Jarvis,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Function of Nanoscale Complex Systems,2002-07-01,2007-09-03," 4,238,287.20 "
01/F.1/C015,SFI Principal Investigator Programme,,,Nicholas Kushmerick,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Reliable and Scalable Information Services,2002-04-01,2007-03-06," 648,628.13 "
01/F.1/C013,SFI Principal Investigator Programme,,,Guillaume Huyet,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Nonlinear Dynamics and Quantum Optics of Semiconductor lasers for Phototonic Applications,2002-08-01,2008-01-02," 1,924,425.96 "
01/F.1/C004,SFI Principal Investigator Programme,,,Toby Walsh,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Sensitivity Analysis Solution Stability and Uncertainty in Constraint Programming,2002-04-01,2007-03-06," 651,381.52 "
02/W/B12,SFI ETS Walton Visitor Award,,,Michael Organ,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Discovery of Therapeutic Targets in the Post-Genomics Era,2002-07-01,2003-06-26," 153,871.90 "
02/W/I09,SFI ETS Walton Visitor Award,,,Christopher A Fuchs,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Quantum information theory,2002-07-01,2003-06-30," 226,252.00 "
02/W/I08,SFI ETS Walton Visitor Award,,,Mary Beth Ruskai,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Quantum information and coding,2002-07-01,2003-05-27," 89,662.00 "
02/W/B16,SFI ETS Walton Visitor Award,,,Michael Carroll,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Computational Biomechanics,2002-07-01,2003-06-26," 158,305.24 "
02/W/I06,SFI ETS Walton Visitor Award,,,Richard Hamlet,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Software Components Development,2002-07-01,2003-07-26," 162,695.00 "
02/W/I03,SFI ETS Walton Visitor Award,,,Vladimir Buzek,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Programmable Quantum Processors,2002-07-01,2003-06-26," 163,089.00 "
02/W/I02a,SFI ETS Walton Visitor Award,,,Atsuo Fukuda,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Materials Design and Molecular Alignments for V Shaped switching in Liquid Crystal on Silicon Microdisplays for Multimedia and IT,2002-07-01,2003-06-26," 222,974.70 "
02/W/B18,SFI ETS Walton Visitor Award,,,Max Dow,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cyclic-di-GMP signalling and the Environmental Regulation of Virulence Gene Expression in Bacterial Pathogens of Humans and Plants,2002-07-01,2003-06-26," 115,644.01 "
02/W/M19,SFI ETS Walton Visitor Award,,,David Taplin,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Industrial Process Ecology,2002-07-01,2003-06-26," 64,107.00 "
02/W/B15,SFI ETS Walton Visitor Award,,,Paul Brindley,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genomics and Proteomics approach to the control of emerging and re-emerging infectious diseases,2002-07-01,2003-04-27," 75,442.90 "
02/W/B13,SFI ETS Walton Visitor Award,,,Jp Richard,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Chemical Exploration of the Oxidative Metabolites of Aromatic Hydrocarbons,2002-07-01,2003-05-27," 80,340.00 "
02/W/B14,SFI ETS Walton Visitor Award,,,Christopher Vaughan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Understanding the Role of the Brain in Fatigue,2002-07-01,2003-06-26," 188,992.00 "
02/W/I11,SFI ETS Walton Visitor Award,,,Eileen Trauth,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,An Analysis of the Socio-Technical Factors Influencing the Evolution of Irelands ICT Sector,2002-07-01,2003-06-26," 236,124.20 "
01/PI.2/B039C,SFI Principal Investigator Programme,,,Christopher Dainty,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Advanced Techniques of Optical Imaging and their application in Biomedicine and Information Technology,2002-07-01,2007-06-05," 6,196,746.05 "
