"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-10-LABX-0007";2010;"COMIN Labs";"ANR-10-LABX-0007-15";False;"INSERM Paris 13";"Organismes de type EPST";"BOUTHEMY";"Patrick";"Paris Cedex 13";"Île-de-France";"France"
"ANR-10-LABX-0007";2010;"COMIN Labs";"ANR-10-LABX-0007-14";False;"Nantes Université";"Universités, INSA et INP";"BOUTHEMY";"Patrick";"Nantes Cedex 01";"Pays de la Loire";"France"
"ANR-10-LABX-0006";2010;"CLERVOLC";"ANR-10-LABX-0006-04";False;"CNRS Rhône Auvergne (Villeurbanne)";"Organismes de type EPST";"SCHIANO";"Pierre";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0006";2010;"CLERVOLC";"ANR-10-LABX-0006-03";False;"Université de Saint-Etienne (Jean Monnet)";"Universités, INSA et INP";"SCHIANO";"Pierre";"Saint-Etienne";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0006";2010;"CLERVOLC";"ANR-10-LABX-0006-02";False;"CNRS Rhône Auvergne (Villeurbanne)";"Organismes de type EPST";"SCHIANO";"Pierre";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0006";2010;"CLERVOLC";"ANR-10-LABX-0006-01";True;"Université Clermont Auvergne";"Universités, INSA et INP";"SCHIANO";"Pierre";"CLERMONT FERRAND";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-05";False;"CEA Paris";"Organismes de Type EPIC";"PELLET-ROSTAING";"Stéphane";"Paris 15";"Île-de-France";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-01";False;"COMUE languedoc Roussillon Universités";"Universités, INSA et INP";"PELLET-ROSTAING";"Stéphane";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-02";False;"CNRS délégation Occitanie Est";"Organismes de type EPST";"PELLET-ROSTAING";"Stéphane";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-03";False;"Ecole des Mines d'Alès";"Grandes écoles publiques";"PELLET-ROSTAING";"Stéphane";"Alès";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-04";False;"CNRS Siège";"Organismes de type EPST";"PELLET-ROSTAING";"Stéphane";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-07";False;"Université de Montpellier I";"Universités, INSA et INP";"PELLET-ROSTAING";"Stéphane";"Montpellier Cedex 1";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-06";False;"Ecole Nationale Supérieure de Chimie de Montpellier";"Grandes écoles publiques";"PELLET-ROSTAING";"Stéphane";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-08";False;"COMUE languedoc Roussillon Universités";"Universités, INSA et INP";"PELLET-ROSTAING";"Stéphane";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0005";2010;"CheMISyst";"ANR-10-LABX-0005-09";True;"Université de Montpellier";"Universités, INSA et INP";"PELLET-ROSTAING";"Stéphane";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-07";False;"Université de Montpellier I";"Universités, INSA et INP";"DE WIT";"Rutger";"Montpellier Cedex 1";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-01";False;"Université de Montpellier II";"Universités, INSA et INP";"DE WIT";"Rutger";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-02";False;"Université de Montpellier III (Paul Valery)";"Universités, INSA et INP";"DE WIT";"Rutger";"Montpellier Cedex 5";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-03";False;"IRD Marseille";"Organismes de type EPST";"DE WIT";"Rutger";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-04";False;"INRAE Centre Occitanie - Montpellier";"Organismes de type EPST";"DE WIT";"Rutger";"Montpellier Cedex 01";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-05";False;"CIRAD - Montpellier";"Organismes de Type EPIC";"DE WIT";"Rutger";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-06";False;"Montpellier SupAgro";"ENS et grands établissements";"DE WIT";"Rutger";"Montpellier Cedex 02";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-08";False;"Institut National de Recherches Archéologiques Préventives";"EPA, GIP, organismes avec autre statut";"DE WIT";"Rutger";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-09";False;"CNRS délégation Occitanie Est";"Organismes de type EPST";"DE WIT";"Rutger";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-10";False;"Université de Nîmes";"Universités, INSA et INP";"DE WIT";"Rutger";"Nîmes";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-11";False;"Ecole Pratique des Hautes Etudes";"ENS et grands établissements";"DE WIT";"Rutger";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-12";True;"Université de Montpellier";"Universités, INSA et INP";"DE WIT";"Rutger";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-13";False;"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement";"Autres établissements (publics)";"DE WIT";"Rutger";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-14";False;"IFREMER";"Organismes de Type EPIC";"DE WIT";"Rutger";"Issy Les Moulineaux Cedex";"Île-de-France";"France"
"ANR-10-LABX-0004";2010;"CeMEB";"ANR-10-LABX-0004-15";False;"Université de Perpignan";"Universités, INSA et INP";"DE WIT";"Rutger";"Perpignan Cedex";"Occitanie";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-04";False;"Université de Paris VI (Pierre et Marie Curie)";"Universités, INSA et INP";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-01";True;"Sorbonne Université";"Universités, INSA et INP";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-02";False;"CNRS IDF Est (Thiais)";"Organismes de type EPST";"HERREL";"Anthony";"Thiais Cedex";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-03";False;"Museum National D'Histoire Naturelle";"ENS et grands établissements";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-05";False;"IRD Marseille";"Organismes de type EPST";"HERREL";"Anthony";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-07";False;"Université de Paris VII (Diderot)";"Universités, INSA et INP";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-08";False;"CNRS Paris Villejuif";"Organismes de type EPST";"HERREL";"Anthony";"Villejuif";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-09";False;"Université Paris Cité";"Universités, INSA et INP";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0003";2010;"BCDiv";"ANR-10-LABX-0003-06";False;"Ecole Pratique des Hautes Etudes";"ENS et grands établissements";"HERREL";"Anthony";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-05";False;"INRIA Paris";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-06";False;"INRIA Sophia Antipolis (Valbonne)";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Sophia Antipolis";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-01";False;"CNRS Alpes (Grenoble)";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Grenoble";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-02";False;"Université de Grenoble I (Joseph Fourier)";"Universités, INSA et INP";"MAUME-DESCHAMPS";"Véronique";"Grenoble Cedex 1";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-03";False;"INRIA siège";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-04";True;"Université Grenoble Alpes";"Universités, INSA et INP";"MAUME-DESCHAMPS";"Véronique";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-07";False;"INRIA Bordeaux Sud-ouest";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Talence";"Nouvelle Aquitaine";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-08";False;"INRIA_Centre Saclay Ile-de-France";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Palaiseau";"Île-de-France";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-09";False;"Université de Grenoble (COMUE)";"Universités, INSA et INP";"MAUME-DESCHAMPS";"Véronique";"Saint Martin D' Heres";"Auvergne-Rhône-Alpes";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-10";False;"INRIA Rennes - Bretagne Atlantique";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Rennes Cedex";"Bretagne";"France"
"ANR-10-LABX-0002";2010;"AMIES";"ANR-10-LABX-0002-11";False;"INRIA Lille Nord Europe";"Organismes de type EPST";"MAUME-DESCHAMPS";"Véronique";"Villeneuve D'Ascq";"Hauts de France";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-07";False;"Université de Perpignan";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Perpignan Cedex";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-03";False;"INRAE Centre Occitanie - Montpellier";"Organismes de type EPST";"CORMIER-SALEM";"Marie-Christine";"Montpellier Cedex 01";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-04";False;"IRD Marseille";"Organismes de type EPST";"CORMIER-SALEM";"Marie-Christine";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-05";False;"Montpellier SupAgro";"ENS et grands établissements";"CORMIER-SALEM";"Marie-Christine";"Montpellier Cedex 02";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-02";False;"CIRAD - Paris";"Organismes de Type EPIC";"CORMIER-SALEM";"Marie-Christine";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-01";False;"Fondation Agropolis";"Fondations";"CORMIER-SALEM";"Marie-Christine";"Montpellier Cedex 5";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-10";False;"Université de Montpellier II";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-08";False;"INRAE Centre PACA";"Organismes de type EPST";"CORMIER-SALEM";"Marie-Christine";"Avignon CEDEX 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-06";False;"CNRS Siège";"Organismes de type EPST";"CORMIER-SALEM";"Marie-Christine";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-11";False;"Université de Montpellier I";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Montpellier Cedex 1";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-12";False;"IRSTEA Antony";"Organismes de type EPST";"CORMIER-SALEM";"Marie-Christine";"Antony Cedex";"Île-de-France";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-13";False;"Centre International des Hautes Etudes Agronomiques Méditerranéennes";"ENS et grands établissements";"CORMIER-SALEM";"Marie-Christine";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-14";False;"Université de La Réunion";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Saint Denis Cedex 09";"DOM/TOM";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-15";False;"Université d'Avignon et Pays du Vaucluse";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Avignon Cedex 1";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-16";True;"Université de Montpellier";"Universités, INSA et INP";"CORMIER-SALEM";"Marie-Christine";"Montpellier";"Occitanie";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-17";False;"AgroParisTech Paris";"ENS et grands établissements";"CORMIER-SALEM";"Marie-Christine";"Paris";"Île-de-France";"France"
"ANR-10-LABX-0001";2010;"AGRO";"ANR-10-LABX-0001-18";False;"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement";"Autres établissements (publics)";"CORMIER-SALEM";"Marie-Christine";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-01";True;"CEA Fontenay-aux-Roses";"Organismes de Type EPIC";"WINCKER";"Patrick";"Fontenay Aux Roses";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-02";False;"CEA Fontenay-aux-Roses";"Organismes de Type EPIC";"WINCKER";"Patrick";"Fontenay Aux Roses";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-03";False;"CNRS Côte d'Azur (Valbonne)";"Organismes de type EPST";"WINCKER";"Patrick";"Valbonne";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-04";False;"INRAE Centre Occitanie - Toulouse";"Organismes de type EPST";"WINCKER";"Patrick";"Castanet Tolosan Cedex";"Occitanie";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-05";False;"INRAE Centre Ile-de-France - Versailles-Grignon";"Organismes de type EPST";"WINCKER";"Patrick";"Versailles Cedex";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-06";False;"CNRS délégation Occitanie Est";"Organismes de type EPST";"WINCKER";"Patrick";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-07";False;"Centre Européen de Recherche en Biologie et Médecine";"Autres établissements (publics)";"WINCKER";"Patrick";"Illkirch Graffenstaden";"Grand Est";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-08";False;"Fondation Paris Sciences et Lettres";"Fondations";"WINCKER";"Patrick";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-09";False;"Institut Pasteur";"Fondations";"WINCKER";"Patrick";"Paris Cedex 15";"Île-de-France";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-10";False;"INSERM Délégation Provence-Alpes-Côte d'Azur et Corse";"Organismes de type EPST";"WINCKER";"Patrick";"Marseille Cedex 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-11";False;"CNRS Bretagne Pays de Loire (Rennes)";"Organismes de type EPST";"WINCKER";"Patrick";"Rennes Cedex";"Bretagne";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-12";False;"CNRS Rhône Auvergne (Villeurbanne)";"Organismes de type EPST";"WINCKER";"Patrick";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0009";2010;"France-Génomique";"ANR-10-INBS-0009-13";False;"CNRS Hauts-de-France";"Organismes de type EPST";"WINCKER";"Patrick";"Lille Cedex";"Hauts de France";"France"
"ANR-10-INBS-0008";2010;"ProFI";"ANR-10-INBS-0008-05";False;"CEA Fontenay-aux-Roses";"Organismes de Type EPIC";"FERRO";"Myriam";"Fontenay Aux Roses";"Île-de-France";"France"
"ANR-10-INBS-0008";2010;"ProFI";"ANR-10-INBS-0008-03";True;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"FERRO";"Myriam";"Strasbourg";"Grand Est";"France"
"ANR-10-INBS-0008";2010;"ProFI";"ANR-10-INBS-0008-02";False;"CNRS délégation Occitanie Ouest";"Organismes de type EPST";"FERRO";"Myriam";"Toulouse";"Occitanie";"France"
"ANR-10-INBS-0008";2010;"ProFI";"ANR-10-INBS-0008-01";False;"CNRS Alpes (Grenoble)";"Organismes de type EPST";"FERRO";"Myriam";"Grenoble";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0007";2010;"PHENOMIN";"ANR-10-INBS-0007-04";False;"Centre Européen de Recherche en Biologie et Médecine";"Autres établissements (publics)";"HERAULT";"Yann";"Illkirch Graffenstaden";"Grand Est";"France"
"ANR-10-INBS-0007";2010;"PHENOMIN";"ANR-10-INBS-0007-03";False;"INSERM Délégation Provence-Alpes-Côte d'Azur et Corse";"Organismes de type EPST";"HERAULT";"Yann";"Marseille Cedex 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-INBS-0007";2010;"PHENOMIN";"ANR-10-INBS-0007-02";False;"CNRS Centre Poitou Charentes (Orléans)";"Organismes de type EPST";"HERAULT";"Yann";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-10-INBS-0007";2010;"PHENOMIN";"ANR-10-INBS-0007-01";True;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"HERAULT";"Yann";"Strasbourg";"Grand Est";"France"
"ANR-10-INBS-0006";2010;"HIDDEN";"ANR-10-INBS-0006-01";True;"INSERM Délégation Auvergne-Rhône-Alpes";"Organismes de type EPST";"RAOUL";"Hervé";"Bron";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0005";2010;"FRISBI";"ANR-10-INBS-0005-03";False;"CNRS délégation Occitanie Est";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-INBS-0005";2010;"FRISBI";"ANR-10-INBS-0005-01";True;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Strasbourg";"Grand Est";"France"
"ANR-10-INBS-0005";2010;"FRISBI";"ANR-10-INBS-0005-02";False;"CNRS Alpes (Grenoble)";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Grenoble";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0005";2010;"FRISBI";"ANR-10-INBS-0005-04";False;"CNRS Provence Corse (Marseille)";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Marseille Cedex 20";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-INBS-0005";2010;"FRISBI";"ANR-10-INBS-0005-05";False;"CNRS IDF Sud (Gif)";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Gif Sur Yvette";"Île-de-France";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-07";False;"INRIA Rennes - Bretagne Atlantique";"Organismes de type EPST";"BERTRAND";"Edouard";"Rennes Cedex";"Bretagne";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-06";False;"Institut Pasteur";"Fondations";"BERTRAND";"Edouard";"Paris Cedex 15";"Île-de-France";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-05";False;"CNRS IDF Sud (Gif)";"Organismes de type EPST";"BERTRAND";"Edouard";"Gif Sur Yvette";"Île-de-France";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-04";False;"CNRS Aquitaine";"Organismes de type EPST";"BERTRAND";"Edouard";"Talence";"Nouvelle Aquitaine";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-03";True;"CNRS délégation Occitanie Est";"Organismes de type EPST";"BERTRAND";"Edouard";"Montpellier Cedex";"Occitanie";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-02";False;"CNRS Provence Corse (Marseille)";"Organismes de type EPST";"BERTRAND";"Edouard";"Marseille Cedex 20";"Provence-Alpes-Côte d'Azur";"France"
"ANR-10-INBS-0004";2010;"France-BioImaging";"ANR-10-INBS-0004-01";False;"CNRS délégation Paris-Centre";"Organismes de type EPST";"BERTRAND";"Edouard";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-03";False;"AP-HP";"Organismes Médicaux (Hôpitaux)";"RASCOL";"Olivier";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-01";True;"INSERM Délégation Occitanie Pyrénées";"Organismes de type EPST";"RASCOL";"Olivier";"Toulouse Cédex 3";"Occitanie";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-02";False;"CHU de Bordeaux";"Organismes Médicaux (Hôpitaux)";"RASCOL";"Olivier";"Talence";"Nouvelle Aquitaine";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-04";False;"Université de Toulouse III (Paul Sabatier)";"Universités, INSA et INP";"RASCOL";"Olivier";"Toulouse Cedex 04";"Occitanie";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-05";False;"Centre hospitalier universitaire de Saint-Etienne";"Organismes Médicaux (Hôpitaux)";"RASCOL";"Olivier";"SAINT-ETIENNE";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-06";False;"Centre de Recherche en Nutrition Humaine Rhône-Alpes";"EPA, GIP, organismes avec autre statut";"RASCOL";"Olivier";"PIERRE-BENITE";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0003";2010;"F-CRIN";"ANR-10-INBS-0003-07";False;"CHU de Toulouse";"Organismes Médicaux (Hôpitaux)";"RASCOL";"Olivier";"Toulouse Cedex 9";"Occitanie";"France"
"ANR-10-INBS-0002";2010;"EMBRC-France";"ANR-10-INBS-0002-03";False;"CNRS délégation Paris-Centre";"Organismes de type EPST";"KLOAREG";"Bernard";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0002";2010;"EMBRC-France";"ANR-10-INBS-0002-02";False;"CNRS Bretagne Pays de Loire (Rennes)";"Organismes de type EPST";"KLOAREG";"Bernard";"Rennes Cedex";"Bretagne";"France"
"ANR-10-INBS-0002";2010;"EMBRC-France";"ANR-10-INBS-0002-01";True;"Sorbonne Université";"Universités, INSA et INP";"KLOAREG";"Bernard";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-01";False;"INSERM Délégation Paris IDF Centre-Est";"Organismes de type EPST";"LETHIMONNIER";"Franck";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-30";True;"INSERM Paris 13";"Organismes de type EPST";"LETHIMONNIER";"Franck";"Paris Cedex 13";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-08";False;"CNRS Rhône Auvergne (Villeurbanne)";"Organismes de type EPST";"LETHIMONNIER";"Franck";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-07";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"LETHIMONNIER";"Franck";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-06";False;"INRAE Centre Siège";"Organismes de type EPST";"LETHIMONNIER";"Franck";"Paris";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-04";False;"Institut Pasteur";"Fondations";"LETHIMONNIER";"Franck";"Paris Cedex 15";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-03";False;"CEA Paris";"Organismes de Type EPIC";"LETHIMONNIER";"Franck";"Paris 15";"Île-de-France";"France"
"ANR-10-INBS-0001";2010;"Biobanques";"ANR-10-INBS-0001-02";False;"Genopole";"Autres établissements (publics)";"LETHIMONNIER";"Franck";"Evry Cedex";"Île-de-France";"France"
"ANR-10-IEED-0014";2010;"INES2S";"ANR-10-IEED-0014-01";True;"CEA Paris";"Organismes de Type EPIC";"MERTEN";"Jens";"Paris 15";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-04";False;"TDF";"Entreprises Privées";"SZABLA";"Julien";"Montrouge";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-10";False;"Riber";"Entreprises Privées";"SZABLA";"Julien";"Bezons";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-09";False;"EDF R&D (Clamart)";"Entreprises Privées";"SZABLA";"Julien";"Clamart";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-08";False;"Ecole Polytechnique Palaiseau";"Grandes écoles publiques";"SZABLA";"Julien";"Palaiseau Cedex";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-07";False;"CNRS Siège";"Organismes de type EPST";"SZABLA";"Julien";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-06";False;"AIR Liquide";"Entreprises Privées";"SZABLA";"Julien";"Paris";"Île-de-France";"France"
