"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-05";False;"CSTB";"Autres établissements (publics)";"SZABLA";"Julien";"Marne La Vallee Cedex 2";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-03";False;"Université de Bordeaux";"Universités, INSA et INP";"SZABLA";"Julien";"Talence";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-02";False;"Institut Technologique FCBA";"Autres établissements (publics)";"SZABLA";"Julien";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-01";True;"Nobatek/INEF4";"Associations";"SZABLA";"Julien";"Anglet";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0013";2010;"INEF4";"ANR-10-IEED-0013-11";False;"Groupe Total";"Entreprises Privées";"SZABLA";"Julien";"Courbevoie";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-02";False;"CEA Saclay";"Organismes de Type EPIC";"BRIDENNE";"Martine";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-03";False;"Armines";"Associations";"BRIDENNE";"Martine";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-08";False;"Groupe Total";"Entreprises Privées";"BRIDENNE";"Martine";"Courbevoie";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-01";True;"Institut de recherche et de formation Paris Saclay Efficacité Energétique";"Fondations";"BRIDENNE";"Martine";"Loges";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-05";False;"ENERTIME";"Entreprises Privées";"BRIDENNE";"Martine";"Courbevoie";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-04";False;"AIR Liquide";"Entreprises Privées";"BRIDENNE";"Martine";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-10";False;"Université Paris-Saclay";"Universités, INSA et INP";"BRIDENNE";"Martine";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-06";False;"Université de Paris XI (Paris Sud Orsay)";"Universités, INSA et INP";"BRIDENNE";"Martine";"Orsay Cedex";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-07";False;"EDF R&D (Ecuelles-Moret)";"Entreprises Privées";"BRIDENNE";"Martine";"Moret Sur Loing";"Île-de-France";"France"
"ANR-10-IEED-0012";2010;"PS2E";"ANR-10-IEED-0012-09";False;"Ecole Centrale Paris (ECP - ECAM)";"Grandes écoles publiques";"BRIDENNE";"Martine";"Chatenay-Malabry";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-04";False;"Vinci Construction France";"Entreprises Privées";"SALEM-SERMANET";"Michel";"Nanterre";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-06";False;"Université de Paris Est Marne La Vallée";"Universités, INSA et INP";"SALEM-SERMANET";"Michel";"Champs Sur Marne";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-05";False;"Setec Ferroviaire";"Entreprises Privées";"SALEM-SERMANET";"Michel";"Paris Cedex 12";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-01";True;"Institut Efficacity";"Entreprises Privées";"SALEM-SERMANET";"Michel";"Champs Sur Marne";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-03";False;"EDF R&D (Clamart)";"Entreprises Privées";"SALEM-SERMANET";"Michel";"Clamart";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-02";False;"Véolia Environnement Recherche et Innovation";"Entreprises Privées";"SALEM-SERMANET";"Michel";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-07";False;"Armines";"Associations";"SALEM-SERMANET";"Michel";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-08";False;"CSTB";"Autres établissements (publics)";"SALEM-SERMANET";"Michel";"Marne La Vallee Cedex 2";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-09";False;"Ecole des Ingénieurs de la Ville de Paris";"Grandes écoles publiques";"SALEM-SERMANET";"Michel";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-11";False;"Ecole Nationale Supérieure d'Architecture Paris";"Grandes écoles publiques";"SALEM-SERMANET";"Michel";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-12";False;"Ecole Nationale Supérieure d'Architecture Paris-Malaquais";"Grandes écoles publiques";"SALEM-SERMANET";"Michel";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-13";False;"Ecole Spéciale des Travaux Publics, du bâtiment et de l'industrie";"Associations";"SALEM-SERMANET";"Michel";"Cachan";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-14";False;"INRIA siège";"Organismes de type EPST";"SALEM-SERMANET";"Michel";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-15";False;"Université Gustave Eiffel";"Universités, INSA et INP";"SALEM-SERMANET";"Michel";"Champs-sur-Marne";"Île-de-France";"France"
"ANR-10-IEED-0011";2010;"EFFICACITY";"ANR-10-IEED-0011-10";False;"Ecole Nationale des Ponts et Chaussées";"ENS et grands établissements";"SALEM-SERMANET";"Michel";"Marne La Vallée";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-04";False;"Groupe Safran";"Entreprises Privées";"LEBEAU";"Eric";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-01";True;"Fondation Vedecom";"Fondations";"LEBEAU";"Eric";"Versailles";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-02";False;"Groupe Peugeot SA";"Entreprises Privées";"LEBEAU";"Eric";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-03";False;"Groupe Renault";"Entreprises Privées";"LEBEAU";"Eric";"Boulogne Billancourt";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-05";False;"IFP Energies Nouvelles";"Organismes de Type EPIC";"LEBEAU";"Eric";"Rueil Malmaison";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-06";False;"Université de Versailles Saint Quentin en Yvelines";"Universités, INSA et INP";"LEBEAU";"Eric";"Versailles Cedex";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-07";False;"CentralSupelec";"Autres établissements (publics)";"LEBEAU";"Eric";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-08";False;"ESI Group";"Entreprises Privées";"LEBEAU";"Eric";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0009";2010;"VEDECOM";"ANR-10-IEED-0009-09";False;"Faurecia";"Entreprises Privées";"LEBEAU";"Eric";"Nanterre";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-05";False;"Geostock";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil Malmaison cedex";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-06";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-07";False;"Université d'Orléans";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-08";False;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-01";False;"AIR Liquide";"Entreprises Privées";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-05";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-02";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-03";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-04";False;"Institut National de l'environnement industriel et des risques";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"Verneuil-En-Halatte";"Hauts de France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-03";False;"CNRS délégation Michel Ange (DR16)";"Organismes de type EPST";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0805-06";False;"CNRS Centre Est (Vandoeuvre)";"Organismes de type EPST";"RIGOLLET";"Christophe";"Vandoeuvre Les Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0806-01";False;"Drillstar";"Entreprises Privées";"RIGOLLET";"Christophe";"Billère";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0806-03";False;"Varel Europe";"Entreprises Privées";"RIGOLLET";"Christophe";"Ibos";"Occitanie";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0806-04";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-01";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-02";False;"CNRS délégation Occitanie Ouest";"Organismes de type EPST";"RIGOLLET";"Christophe";"Toulouse";"Occitanie";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-03";False;"ENERTIME";"Entreprises Privées";"RIGOLLET";"Christophe";"Courbevoie";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-04";False;"Université Grenoble Alpes";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-05";False;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-04";False;"Compagnie Française de Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Orléans";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-02";False;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-03";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0808-01";False;"Brouard Consulting";"Entreprises Privées";"RIGOLLET";"Christophe";"PARIS";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0008-01";True;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0801-01";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0801-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0801-03";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0801-04";False;"ELECTERRE DE FRANCE";"Entreprises Privées";"RIGOLLET";"Christophe";"Saint Flour";"Auvergne-Rhône-Alpes";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-01";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-04";False;"ELECTERRE DE FRANCE";"Entreprises Privées";"RIGOLLET";"Christophe";"Saint Flour";"Auvergne-Rhône-Alpes";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0804-01";False;"GEOGREEN";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil-Malmaison";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-05";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0802-06";False;"Université d'Orléans";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-01";False;"ENERTIME";"Entreprises Privées";"RIGOLLET";"Christophe";"Courbevoie";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-03";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-04";False;"Université des Antilles";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pointe A Pitre Cédex";"DOM/TOM";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-05";False;"Compagnie Française de Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Orléans";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-06";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0803-07";False;"ELECTERRE DE FRANCE";"Entreprises Privées";"RIGOLLET";"Christophe";"Saint Flour";"Auvergne-Rhône-Alpes";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0807-06";False;"Université de Rennes II";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Rennes Cedex";"Bretagne";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0806-02";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0808-02";False;"Geostock";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil Malmaison cedex";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0815-01";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0813-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0813-03";False;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"RIGOLLET";"Christophe";"Strasbourg";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-01";False;"STORENGY";"Entreprises Privées";"RIGOLLET";"Christophe";"Bois-Colombes";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-02";False;"AIR Liquide";"Entreprises Privées";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-03";False;"Geostock";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil Malmaison cedex";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-04";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-05";False;"Institut National de l'environnement industriel et des risques";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"Verneuil-En-Halatte";"Hauts de France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-06";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0815-02";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-08";False;"Solexperts";"Entreprises Privées";"RIGOLLET";"Christophe";"Vandoeuvre les Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0815-03";False;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"RIGOLLET";"Christophe";"Strasbourg";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0815-04";False;"Université Bretagne Occidentale Brest";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Brest Cedex 3";"Bretagne";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0815-05";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0816-01";False;"Compagnie Française de Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Orléans";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0816-02";False;"ES Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Strasbourg";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0816-03";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0816-04";False;"OPTIMEX SAS";"Entreprises Privées";"RIGOLLET";"Christophe";"Fleurieux sur l'Arbresle";"Auvergne-Rhône-Alpes";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0816-05";False;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0813-01";False;"Compagnie Française de Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Orléans";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0814-07";False;"Brouard Consulting";"Entreprises Privées";"RIGOLLET";"Christophe";"PARIS";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-07";False;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0811-01";False;"Adionics";"Entreprises Privées";"RIGOLLET";"Christophe";"Thiais";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-06";False;"Geostock";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil Malmaison cedex";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0808-04";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0809-01";False;"Solexperts";"Entreprises Privées";"RIGOLLET";"Christophe";"Vandoeuvre les Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0809-02";False;"Université de Lorraine";"Universités, INSA et INP";"RIGOLLET";"Christophe";"Nancy";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0810-01";False;"GEOGREEN";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil-Malmaison";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0810-02";False;"Geostock";"Entreprises Privées";"RIGOLLET";"Christophe";"Rueil Malmaison cedex";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0810-03";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0810-04";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0808-03";False;"Armines";"Associations";"RIGOLLET";"Christophe";"Paris";"Île-de-France";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0811-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0811-03";False;"CNRS Centre Poitou Charentes (Orléans)";"Organismes de type EPST";"RIGOLLET";"Christophe";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0811-04";False;"GEORHIN";"Entreprises Privées";"RIGOLLET";"Christophe";"Roquefort";"Nouvelle Aquitaine";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0811-05";False;"ES Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Strasbourg";"Grand Est";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-01";False;"Compagnie Française de Géothermie";"Entreprises Privées";"RIGOLLET";"Christophe";"Orléans";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-02";False;"BRGM";"Organismes de Type EPIC";"RIGOLLET";"Christophe";"ORLEANS";"Centre-Val de Loire";"France"
"ANR-10-IEED-0008";2010;"GEODENERGIES";"ANR-10-IEED-0812-03";False;"Bertin Technologies SA";"Entreprises Privées";"RIGOLLET";"Christophe";"Montigny Le Bretonneux";"Île-de-France";"France"
