"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"1","Department of Secondary and Higher Education","Acoustic combustor for clean combustion of low grade coal","T.S. Sheashadri","Indian Institute of Science"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_1"
"2","Department of Secondary and Higher Education","Monitoring of land deformation due to earthquake & landslides using defferential sar interferometre","K.S. Rao","Indian Institute of Technology (B)","Powai",1200000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_2"
"3","Department of Secondary and Higher Education","Recovery of suyper resolved depth from deforcused images","Subhasis Chaudhuri","Indian Institute of Technology (B)","Powai",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_3"
"4","Department of Secondary and Higher Education","Functional poly (3,4-Alkylenedioxythiophenes jmaterial for this millenium","Anil Kumar","Indian Institute of Technology (B)","Powai",1050000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_4"
"5","Department of Secondary and Higher Education","Chemical modification of lipoproteinlipase for modulation of transvascular transport","M.N. Gupta","Indian Institute of Technology (D)","Haus Khas",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_5"
"6","Department of Secondary and Higher Education","Programmable and virtual instruments","A.L. Vyas","Indian Institute of Technology (D)","Haus Khas",700000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_6"
"7","Department of Secondary and Higher Education","Design & development of air slides system for handling bulk materials","V.K. Agarwal","Indian Institute of Technology (D)","Haus Khas",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_7"
"8","Department of Secondary and Higher Education","Distribution, factionation and deposition of phosphorous in the flood plain sediments","Chandan Mahanta","Indian Institute of Technology (G)"," ",250000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_8"
"9","Department of Secondary and Higher Education","Wavelength Division multiplexed (WDM) fiber optic link","S.P. Survaiya","Indian Institute of Technology (G)"," ",700000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_9"
"10","Department of Secondary and Higher Education","Development of new technique of nano writing usisng pulsed high power laser intwerferometry","Alika Khare","Indian Institute of Technology (G)"," ",650000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_10"
"11","Department of Secondary and Higher Education","Scalable architectures for large WEB server system","Dheeraj Sanghi","Indian Institute of Technology (K)"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_11"
"12","Department of Secondary and Higher Education","Improvement of operational performance of integrated AC/DC power system through multiple controllable devices","Sachchidanand","Indian Institute of Technology (K)"," ",1300000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_12"
"13","Department of Secondary and Higher Education","Ohmic contact to GAN","Monika Katiyar","Indian Institute of Technology (K)"," ",650000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_13"
"14","Department of Secondary and Higher Education","Development of an SAEV (Semi autonomous electric vehicle)","Aurolbinda Routray","Indian Institute of Technology (Kh)"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_14"
"15","Department of Secondary and Higher Education","Hybrid systems safety analysis","R.B. Mishra","Indian Institute of Technology (Kh)"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_15"
"16","Department of Secondary and Higher Education","Synthesis and processing of nano sized oxide cedramic powders for use as feed materials in plasma spray","D. Bhattacharyya","Indian Institute of Technology (Kh)"," ",950000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_16"
"17","Department of Secondary and Higher Education","Study of breakdown characteristics of SF6-Air mixtures under different voltage profiles","R. Sarathi","Indian Institute of Technology (M)"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_17"
"18","Department of Secondary and Higher Education","Development of desiccant assisted air conditioner for low humidity applications","M. Prakash Maiya","Indian Institute of Technology (M)"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_18"
"19","Department of Secondary and Higher Education","Corrosion protection of alluminium alloys by surface modifications","K. Prasad Rao","Indian Institute of Technology (M)"," ",1050000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_19"
"20","Department of Secondary and Higher Education","Benchmarking and process mapping of supply chain in indian industries","Rajluxmi Murthy","Indian Institute of Management (B)"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_20"
"21","Department of Secondary and Higher Education","Institutional analysis of collective management of minor irrigation works in Kerala","A.H. Kalro","Indian Institute of Management (K)"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_21"
"22","Department of Secondary and Higher Education","Knowledge systems architecture in indian organisation","R. Srinivasan","Indian Institute of Management (L)"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_22"
"23","Department of Secondary and Higher Education","Creating and developing facilities for numerical modelling for advanced R&D work in the area","S.B. Srivastava","Indian School of Mines"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_23"
"24","Department of Secondary and Higher Education","An efficient and cost effective approach to use artificial neural networks for design of 3rd GENERAN","S.S. Pattnaik","North Eastern Regional Institute of Science & Technology","Nirjuli",650000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_24"
"25","Department of Secondary and Higher Education","Development of low cost indigenous acqustic material for North Eastern Region","K.K. Shrivastava","North Eastern Regional Institute of Science & Technology","Nirjuli",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_25"
"26","Department of Secondary and Higher Education","The development of an ergonomic toolbox with reference to technology transfer in Development","Amitabha De","National Institute of Industrial Engineering"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_26"
"27","Department of Secondary and Higher Education","Assessment of land use, land cover pattern crop, vegitation classification, water area","Gulab Singh","Motilal Nehru Regional Engineering College"," ",700000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_27"
"28","Department of Secondary and Higher Education","Design development of governors and controls for small hydro plants","Saroj Ragnekar","Maulana Azad College of Technology"," ",1200000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_28"
"29","Department of Secondary and Higher Education","Study of applications of re-engineering in indian industry","Somesh Kumar Sharma","Regional Engineering College"," ",100000,12,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_29"
"30","Department of Secondary and Higher Education","Studies on machining characteristics of Al-Si Base alloys","D.K. Dwivedi","Regional Engineering College"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_30"
"31","Department of Secondary and Higher Education","Cross-Platform gamma and color correction withloss-less image transmission over a network","Neeta Nain","Malaviya Regional Engineering College"," ",600000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_31"
"32","Department of Secondary and Higher Education","Design of millimeter wave planar antennas for wireless mobile applications","Vijay Janyani","Malaviya Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_32"
"33","Department of Secondary and Higher Education","Quality upgradation of aluminium base materials by surface treatment","Ashok Sharma","Malaviya Regional Engineering College"," ",600000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_33"
"34","Department of Secondary and Higher Education","Evaluation of causal factors of road accidents","N.T. Rao","Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_34"
"35","Department of Secondary and Higher Education","Reliability analysis & optimization","Krishan Gopal","Regional Engineering College"," ",1000000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_35"
"36","Department of Secondary and Higher Education","Application of advanced DSP techniques in image processing and image restoration using MRF models","Rameshwar Baliarsingh","Regional Engineering College"," ",700000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_36"
"37","Department of Secondary and Higher Education","Reactive power control problems and management in power and process industry","P.C. Panda","Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_37"
"38","Department of Secondary and Higher Education","Development of a 2D/3D finite element based device simulator for simulating S1/SiGe devices for VLSI application","A.K. Aditya","Regional Engineering College"," ",750000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_38"
"39","Department of Secondary and Higher Education","Performance study of tribological parameters on a multi cylinder 4 stroke petrol engine","K.N. Mistry","Sardar Vallabhbhai Regional College of Engineering & Technology"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_39"
"40","Department of Secondary and Higher Education","Hydrogeological techniques in ground water harvesting and recharge of lateritic terrains in Dakshina","D. Venkat Reddy","Karnataka Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_40"
"41","Department of Secondary and Higher Education","Design & development of computer control techniques for electrical distribution systems","P.N. Sreedhar","Karnataka Regional Engineering College"," ",600000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_41"
"42","Department of Secondary and Higher Education","Characterisation of tribological properties of polymer composite materials under sliding wear","H.S. Hebbar","Karnataka Regional Engineering College"," ",550000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_42"
"43","Department of Secondary and Higher Education","Heat transfer studies during nuclear pool boiling of liquids and their mixtures at subatmospheric pressures","S.K. Pandey","Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_43"
"44","Department of Secondary and Higher Education","Design and development of multipurpose low cost farm equipment","K.S. Narayanaswamy","Regional Engineering College"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_44"
"45","Department of Secondary and Higher Education","Design of thickness and microdisplacement photonics sensors","D. Satis Kumar","Regional Engineering College"," ",650000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_45"
"46","Department of Secondary and Higher Education","Intelligent control based distribution system planning and management","M. Sydulu","Regional Engineering College"," ",700000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_46"
"47","Department of Secondary and Higher Education","Performance evaluation of eco-friendly refrigerants","J.E.B. Nelson","Regional Engineering College"," ",800000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_47"
"48","Department of Secondary and Higher Education","Design, development & fabrication of holospeckle interferometer for its use in speckle metrology","Hira Lal Yadav","Regional Institute of Technology"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_48"
"49","Department of Secondary and Higher Education","Development of pet-waste based polyurethanes and its modeling studies","Manohar Singh Saini","Sant Longowal Institute of Engineering & Technology"," ",500000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_49"
"50","Department of Secondary and Higher Education","Improvement of strength and durability of recycles aggregate concrete","M. Chakraborty","Technical Teacher's Training Institute"," ",900000,42,"2000-01","DOSHE","Indian Rupees","Months","DOSHE_2000-01_50"
"51","Department of Secondary and Higher Education","Bioprocess development for the lipase catalyzed modification of oils and fats to produce value added products","P. Mishra","Indian Institute of Technology (D)","Haus Khas",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_1"
"52","Department of Secondary and Higher Education","Development and Implementation of a unified model for synchronous and asynchronous concurrent systems","S.A. Kumar","Indian Institute of Technology (D)","Haus Khas",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_2"
"53","Department of Secondary and Higher Education","DSP based sensorless controller for SRM","G. Bhuvaneshwari","Indian Institute of Technology (D)","Haus Khas",700000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_3"
"54","Department of Secondary and Higher Education","Technology Development and Utilisation of Photovoltaic/Thermal/Solar Energy Systems for building energy demand","G.N. Tiwari","Indian Institute of Technology (D)","Haus Khas",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_4"
"55","Department of Secondary and Higher Education","Quantification of effect of manufacturing process parameters on the performance and element transfer behaviour of shielded metal-arc-welding electrodes","S. Pandey","Indian Institute of Technology (D)","Haus Khas",1500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_5"
"56","Department of Secondary and Higher Education","Environmentally Responsive Textile Materials","M. Jassal","Indian Institute of Technology (D)","Haus Khas",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_6"
"57","Department of Secondary and Higher Education","Highly functional Dendritic and Hyperbranched Polymers for Biomedical Applications","A. Kumar","Indian Institute of Technology (B)","Powai",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_7"
"58","Department of Secondary and Higher Education","Photochemical oxidation of industrial organic pollutants in water using TiO2 Catalyst in fluidized Bed Reactor","V G. Rao","Indian Institute of Technology (B)","Powai",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_8"
"59","Department of Secondary and Higher Education","Development of an Electronic Communicator for children with cerebral Palsy","G.G. Ray","Indian Institute of Technology (B)","Powai",600000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_9"
"60","Department of Secondary and Higher Education","Single Stage Variable Output AC to DC Converters with near Unity Input Power Factor and low switch voltage stress Simulation Studies and Experimental validation","K. Chaterjee","Indian Institute of Technology (B)","Powai",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_10"
"61","Department of Secondary and Higher Education","Electrochemical Machining processes for Micro Machining","S.S. Joshi","Indian Institute of Technology (B)","Powai",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_11"
"62","Department of Secondary and Higher Education","Fibre Reinforced Polymer Concrete Composites for Civil Constructions of Twenty First Century (Phase-II)","Y.M. Desai","Indian Institute of Technology (B)","Powai",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_12"
"63","Department of Secondary and Higher Education","Structure-Reactivity studies of some supported metal oxide catalysts: Oxidative Dehydrogenation of Propane","G. Deo","Indian Institute of Technology (K)"," ",500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_13"
"64","Department of Secondary and Higher Education","Monitoring of Engineering Structures using digital close range photogrammetry","O. Dikshit","Indian Institute of Technology (K)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_14"
"65","Department of Secondary and Higher Education","Design and Development of Indoor and Outdoor infrared Optical Wireless links for High Speed Data Communication","J. John","Indian Institute of Technology (K)"," ",600000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_15"
"66","Department of Secondary and Higher Education","Efficient Routing and Clustering Computation in Ad-hoc networks","P. Gupta","Indian Institute of Technology (K)"," ",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_16"
"67","Department of Secondary and Higher Education","Kinetics of Interaction of complexed and Free Cyanide with Molecular Ozone and Hydroxyl Radicals","P. Bose","Indian Institute of Technology (K)"," ",1300000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_17"
"68","Department of Secondary and Higher Education","Development of Net Shape Ferrous Alloys by Powder Metallurgy (P/M) processing for automotive applications","A. Upadhyaya","Indian Institute of Technology (K)"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_18"
"69","Department of Secondary and Higher Education","Computational Fluid Dynamics modelling and flow visualisation of a gas liquid mixture through a nozzle and subsequent spray","S. Dasupta","Indian Institute of Technology (Kh)"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_19"
"70","Department of Secondary and Higher Education","Development of Catalyst for Petroleum Refining from Fly Ash","N.C. Pradhan","Indian Institute of Technology (Kh)"," ",500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_20"
"71","Department of Secondary and Higher Education","Multiobjective Genetic Optimization in Communication networks","R. Kumar","Indian Institute of Technology (Kh)"," ",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_21"
"72","Department of Secondary and Higher Education","Diffusion of Technology in Indian R&D","B. Mahanti","Indian Institute of Technology (Kh)"," ",700000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_22"
"73","Department of Secondary and Higher Education","Production of sponge iron using mine-generated ore and coal fines","G.G. Roy","Indian Institute of Technology (Kh)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_23"
"74","Department of Secondary and Higher Education","Bioprocess Optimization for Production of Recombinant Streptokinase in E.coli","G. Jayaraman","Indian Institute of Technology (M)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_24"
"75","Department of Secondary and Higher Education","Experimental Verification of Multiple Steady States in Azeotropic Distillation","A. Kannan","Indian Institute of Technology (M)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_25"
"76","Department of Secondary and Higher Education","Studies on energy dissipating sloped seawalls as shore protection structures","S. Neelamani","Indian Institute of Technology (M)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_26"
"77","Department of Secondary and Higher Education","Development of Electro luminescent (EL) Phosphors for thin film EL (TFEL) displays","M.S.R. Rao","Indian Institute of Technology (M)"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_27"
"78","Department of Secondary and Higher Education","Design of a Concrete Dam Under Seismic Excitation considering fluid structure interaction","D. Maity","Indian Institute of Technology (G)"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_28"
"79","Department of Secondary and Higher Education","Real Time Control of Stiff Systems","S. Majhi","Indian Institute of Technology (G)"," ",600000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_29"
"80","Department of Secondary and Higher Education","Developing a Marketing Information portal for selected agri commodities (of Kerala) in the context of WTO induced Market Scenarios","V.M. Das","Indian Institute of Management (K)"," ",700000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_30"
"81","Department of Secondary and Higher Education","Performance of Active Magnetic Bearings under various modern control strategies","M.L. Joy","Regional Engineering College"," ",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_31"
"82","Department of Secondary and Higher Education","Technology Upgradation of Defluoridiation Plant attached to hand pump","Y.P. Mathur","Malaviya Regional Engineering College"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_32"
"83","Department of Secondary and Higher Education","Application of Gabor and Wavelet Transform in Image Processing and Image restoration using MRF Models","R. Baliarsingh","Regional Engineering College"," ",400000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_33"
"84","Department of Secondary and Higher Education","Soft computing techniques for identification and control of industrial processes","A.K. Swain","Regional Engineering College"," ",600000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_34"
"85","Department of Secondary and Higher Education","Development of Adaptive Fuzzy System Based Receivers for Direct Sequence Code Division Multiple Access (DS-CDMA) Communication Systems","S.K. Patra","Regional Engineering College"," ",700000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_35"
"86","Department of Secondary and Higher Education","Power factor improvement of three phase AC Input Line using Resonant Converter and active filters","H.M. Suryawanshi","Visvesvaraya Regional Engineering College"," ",700000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_36"
"87","Department of Secondary and Higher Education","Design analysis and implemention of pilot PKI Architecture and Virtual Network Services","K.N.H. Bhat","Regional Engineering College"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_37"
"88","Department of Secondary and Higher Education","Assessment of coastal vulnerability at the estuaries of selected rivers in D.K. and Udipi districts of Karnataka against the seasonal fluctuations in the estuary water level and the appropriate strategies for mitigation","S.G. Mayya","Regional Engineering College"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_38"
"89","Department of Secondary and Higher Education","Studies on effect of Process Variables on Gas-Bioparticle mass transfer rates in a fluidized bed bioreactor","G.V. Reddy","Regional Engineering College"," ",400000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_39"
"90","Department of Secondary and Higher Education","Mathematical & System Dynamics Model on Toxic Environmental Pollution in a Geographic Region","K.A. Raju","Regional Engineering College"," ",500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_40"
"91","Department of Secondary and Higher Education","Characterisation on Solar Transparent Insulation Materials (TIM) based Advanced Glazings for Energy efficiency in Agriculture, Building and Industrial Sectors","K.S. Reddy","Regional Engineering College"," ",1200000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_41"
"92","Department of Secondary and Higher Education","Solar Heat Pope for Air and Water Heaters","M. Premalatha","Regional Engineering College"," ",500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_42"
"93","Department of Secondary and Higher Education","Laser Surface alloying of aluminium-silicon alloy with silicon nitride","D. Sastikumar","Regional Engineering College"," ",900000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_43"
"94","Department of Secondary and Higher Education","Visual Analysis of Ancient Indian Architecture","V.M. Das","Maulana Azad College of Technology"," ",600000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_44"
"95","Department of Secondary and Higher Education","Studies on hydraulic design of model of pump sump and intakes","V.K. Gahlot","Maulana Azad College of Technology"," ",900000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_45"
"96","Department of Secondary and Higher Education","Development of frame work for fustion of multimodality medical imaging for section of human brain having neurodegenerative disorder","M. Bhattacharya","Indian Institute of Information Technology"," ",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_46"
"97","Department of Secondary and Higher Education","A Neural Network-based Mobile Robotic Vision System","Y.V. Venkatesh","Indian Institute of Science"," ",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_47"
"98","Department of Secondary and Higher Education","Development of a new rok characterisation methodology for optimizing support requirement in Tunnels/Mines","V.M.S.R. Murthy","Indian School of Mines","Department of Mettalergy",800000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_48"
"99","Department of Secondary and Higher Education","Building a Management Information System for Small and Medium Towns in India","N. Sridharan","School of Planning & Architecture","I.P. Estate",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_49"
"100","Department of Secondary and Higher Education","Technological targets and research and development gaps","T. Mathew","National Institute of Industrial Engineering"," ",500000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_50"
"101","Department of Secondary and Higher Education","Collection and evaluation of lesser known fruits of Arunachal Pradesh","B. Singh","North Eastern Regional Institute of Science & Technology"," ",1000000,42,"2001-02","DOSHE","Indian Rupees","Months","DOSHE_2001-02_51"
"102","Department of Secondary and Higher Education","A Genetic Algorithmic Approach to Solve Generalised Non-linear Optimization Models with Hybrid Data","D. Chakraborty","Indian Institute of Technology (Kh)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_1"
"103","Department of Secondary and Higher Education","A Multipurpose Talking Aid for the Blind","G.C. Ray","Indian Institute of Technology (K)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_2"
"104","Department of Secondary and Higher Education","A Re-look into 'Efficiency':  The problem of Communication among science and technology students from lower class","K. Shashikantha","Karnataka National Institute of Technology"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_3"
"105","Department of Secondary and Higher Education","A study on Non Technical competencies of Teachers in Engg. Colleges","B. Mukhopadyay","Technical Teacher's Training Institute"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_4"
"106","Department of Secondary and Higher Education","Abetement of SO2 Anox and Dust Air Pollution by Wet Scrubbing Process","B.C. Meikap","National Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_5"
"107","Department of Secondary and Higher Education","Activated Carbon Fibers (ACF) for the removal of CO2, Nox and Sox by Adsorption","N. Verma","Indian Institute of Technology (K)"," ",1100000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_6"
"108","Department of Secondary and Higher Education","Adaptive Nonlinear Control - A Foundational Framework using Classical and Quantum Neural Algorithms","L. Behera","Indian Institute of Technology (K)"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_7"
"109","Department of Secondary and Higher Education","Agriculture and Sustainable life support systems: A case study of Tawang and West Kameng districts of Arunachal Pradesh","R.M. Pant","North Eastern Regional Institute of Science & Technology","Nirjuli",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_8"
"110","Department of Secondary and Higher Education","Aluminium Shear-Link for Passive Control of Seismic Response of Structures","D.C. Rai","Indian Institute of Technology (K)"," ",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_9"
"111","Department of Secondary and Higher Education","Analysis and Optimization of Physiotherapeutic Regimen employed in the management of Osteoarthirities","R.K. Saxena","Indian Institute of Technology (D)","Haus Khas",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_10"
"112","Department of Secondary and Higher Education","Analytical & Experimental Investigations on Hydrogen Fuelled Engine","S.A. Channiwala","Sardar Vallabhbhai National Institute of Technology"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_11"
"113","Department of Secondary and Higher Education","Application of Advanced Signal Processing Techniques for On-line Condition Monitoring of Rolling Element Bearings","A.R. Mohanty","Indian Institute of Technology (Kh)"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_12"
"114","Department of Secondary and Higher Education","Application of Diamond like Carbon Films as Protective Coatings in Organic Displays","S. Kumar","Indian Institute of Technology (K)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_13"
"115","Department of Secondary and Higher Education","Application of Genetic Algorithm for High Performance Power Converters","K. Sundareswaran","Regional Engineering College"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_14"
"116","Department of Secondary and Higher Education","Application of Multilevel invertor in power system","R. Dahiya","National Institute of Technology (K)"," ",400000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_15"
"117","Department of Secondary and Higher Education","Artificial Neural Network & Fuzzy logic based Intelligent control of CNC machine","A.P. Gokhale","Visvesvaraya National Institute of Technology"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_16"
"118","Department of Secondary and Higher Education","Atmospheric Modeling to Study Aerosols and Climate in the Indian Region","C. Venkataraman","Indian Institute of Technology (B)","Powai",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_17"
"119","Department of Secondary and Higher Education","Capacity of uncontrolled intersections under mixed traffic conditions","S. Chandra","Indian Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_18"
"120","Department of Secondary and Higher Education","CO2 Based Industrial Heat Pumps Prototype Design and Development","S. Bhattacharya","Indian Institute of Technology (Kh)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_19"
"121","Department of Secondary and Higher Education","Computer controlled Energy Efficient LSHT output Hydrostatic Drive for Mining Equipment Using Proportional Solenoid Valve Technology","K.D. Gupta","Indian School of Mines"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_20"
"122","Department of Secondary and Higher Education","Computer Controlled High Power Factor Converters","P. Agarwal","Indian Institute of Technology (R )"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_21"
