NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR ,MONTO
CRYOBODY SALUD SA DE CV,OPTIMIZACION DEL DISENO Y DESARROLLO DEL EQUIPO PROTOTIPO DE CAMARA CRIOGENICA PARA TRATAMIENTO TERAPEUTICO QUE MEJORE EL BIENESTAR FISICO Y EMOCIONAL DEL SER HUMANO,SALUD,7219435
FUTURE ENGINEERING AND MANUFACTURING SA DE CV,"DISENO Y DESARROLLO DE UNA NUEVA GENERACION DE SLIMBOOK 2.0, BASADOS EN HARDWARE DE ARQUITECTURA ARM  E INTEGRACION DE UN KERNEL DE OPEN SOURCE ADAPTADO A LA ARQUITECTURA DEL HARDWARE",TECNOLOGIAS DE LA INFORMACION,865992
SERVICIOS Y SUMINISTROS EN INFORMATICA SA DE CV,CONSOLIDACION DE HERRAMIENTAS HAPTICAS PARA LA INMERSION EN SIMULADORES DE YACIMIENTOS DE HIDROCARBUROS NO-CONVENCIONALES,TECNOLOGIAS DE LA INFORMACION,13250000
BRIKAP SA DE CV,"PROTOTIPO DE SISTEMA DE REFERENCIA PARA CARACTERIZACION Y CALIBRACION DE CAMARAS TERMOGRAFICAS Y TERMOMETROS INFRARROJOS, EN TEMPERATURA AMBIENTE Y MENORES, POR MEDIO DE DISCOS CON GRADIENTE TERMICO Y PUNTOS FIJOS DE TEMPERATURA, SECUENCIA PEI2013-197132",MAQUINARIA INDUSTRIAL,3277000
ALCOM BUSINESS SA DE CV,CONSOLIDACION DE PLATAFORMA TRANSACCIONAL E INTEGRACION DE VALOR AGREGADO PARA UNA RED SOCIAL DE NEGOCIOS.,TECNOLOGIAS DE LA INFORMACION,1547948
LABORATORIOS MINKAB SA DE CV,HACIA UNA PRODUCCION NATURAL Y DE VALOR AGREGADO EN LA INDUSTRIA CARNICA: NUEVAS MOLECULAS DERIVADAS DEL MAIZ PARA PROMOCION DEL CRECIMIENTO ANIMAL Y MEJORAR LA CALIDAD DE LOS PRODUCTOS CARNICOS.,BIOTECNOLOGIA,2237936
TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,DISENO Y DESARROLLO TECNOLOGICO DE NUEVO PROCESO PILOTO PARA LA FABRICACION DE DISPOSITIVOS PARA TRAUMATOLOGIA Y ORTOPEDIA,QUIMICA,6409264
IDEAR ELECTRONICA SA DE CV,DESARROLLO DE UN SISTEMA INNOVADOR  DE CONTROL DEL PEAJE Y LA OPERACION DEL TRANSPORTE URBANO BASADO EN LA GENERACION Y TRANSMISION CONFIABLE DE DATOS VIA TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES  Y SU PROCESAMIENTO AUTOMATICO.,ELECTRONICA,3786240
BIOMEDICINA MOLECULAR APLICADA  SAPI DE CV,INNOVACION DE UN KIT DE DIAGNOSTICO PARA ESTABLOS LECHEROS VACUNADOS CONTRA LA TUBERCULOSIS BOVINA.,AGROINDUSTRIAL,477000
KAXAN GAMES S DE RL DE CV,DESARROLLO DE UN SISTEMA DE SIMULACION DE AMBIENTES VIRTUALES INTERACTIVOS MEDIANTE LA INTEGRACION DE TECNOLOGIAS DE CAPTURA DE MOVIMIENTO Y REALIDAD VIRTUAL EN MOTORES GRAFICOS.,TECNOLOGIAS DE LA INFORMACION,6750000
MANUFACTURAS NATUREX SA DE CV,"FORMULACION NOVEDOSA PARA DESARROLLO DE NUTRACEUTICO NANOTECNOLOGICO PATENTABLE ENFOCADO A MEJORAR PROPIEDADES NUTRICIONALES Y ORGANOLEPTICAS
PARA COMBATIR LA DESNUTRICION INFANTIL AGUDA EN APOYO A LA CRUZADA NACIONAL CONTRA EL HAMBRE",ALIMENTOS,3147991
CECYPE SERVICES S DE RL DE CV,CREACION  DE CENTRO EXPERIMENTAL PARA  DESARROLLO DE PROTOCOLOS DE INVESTIGACION PARA LA GENERACION DE PRODUCTOS BIOTECNOLOGICOS FARMACEUTICOS CUMPLIENDO LOS ESTANDARES INTERNACIONALES.,BIOTECNOLOGIA,6110275
PHARMACOS EXAKTA SA DE CV,DESARROLLO DE UN MINI-ARREGLO DE ANTIGENOS ASOCIADOS A TUMOR (ATT) PARA EL INMUNODIAGNOSTICO OPORTUNO DE C·NCER DE MAMA,BIOTECNOLOGIA,1297800
POUNCE ELECTRONICS SA DE CV,DESARROLLO DE UN SISTEMA DE AUTOMATIZACION DE PROCESOS AGRICOLAS A TRAVES DE MONITOREO DE SENSORES A DISTANCIA POR MEDIO DE SISTEMAS MAQUINAS A MAQUINA (M2M),EQUIPO DE MEDICION Y CONTROL,6832500
CONDUZINC S DE RL DE CV,INNOVACION PARA ESTANADO DE LA TIRA DE ZINC CZ7 Y CERTIFICACION UL PARA CUMPLIR CON ESTANDAR INTERNACIONAL PARA MERCADOS GLOBALES,ENERGIA,1928531
DEDAMEX S DE RL DE CV,SISTEMA DE SOPORTE GERENCIAL INNOVADOR BASADO SOBRE TECNOLOGIAS DE INTELIGENCIA DE NEGOCIOS Y DATAWARE HOUSE PARA CONTROL DE RENTABILIDAD Y DESARROLLO ORGANIZACIONAL DE ENTIDADES FINANCIERAS NO BANCARIAS.,TECNOLOGIAS DE LA INFORMACION,2250000
LCELLS SA DE CV,ESCALAMIENTO DE PRODUCTOS FARMACEUTICOS BASADOS EN CELULAS MADRE MESENQUIMALES,FARMACEUTICA,388362
INTEL TECNOLOGIA DE MEXICO SA DE CV,NUEVA GENERACION DE CIRCUITOS INTEGRADOS TIPO SOC,ELECTRONICA,36000000
TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,"DISENO, DESARROLLO Y PRUEBAS DE TECNOLOGIA DE PROCESO CELULAR PARA EL TRATAMIENTO DE OSTEOARTRITIS MEDIANTE INGENIERIA DE TEJIDOS",SALUD,5515423
LABORATORIOS CRYOPHARMA SA DE CV,MEJORA EN EL PROCESO DE OBTENCION DE BIFOSFONATOS Y COMPUESTOS RELACIONADOS,FARMACEUTICA,4672276
TECNOLOGIAS Y PLANTAS DE RECICLADO SA DE CV,DISENO Y DESARROLLO DE PLANTA MODELO DE TRANSFERENCIA E INDUSTRIALIZACION DE RESIDUOS SOLIDOS URBANOS.,METALMECANICA,9562500
ADLER PHARMA S DE RL DE CV,"ENSAYO DE LA CAPACIDAD INMUNOESTIMULANTE DE CITOCINAS RECOMBINANTES, AL COMBINARSE CON VACUNAS DE USO VETERINARIO CONTRA DIFERENTES ESPECIES DE LEPTOSPIRAS",BIOTECNOLOGIA,709500
QUIMIKAO SA DE CV,TECNOLOGIA CON NUEVOS ADITIVOS PARA EL RECICLADO DE PAVIMENTOS.,QUIMICA,1001378
CASAL'S INTERNACIONAL SA DE CV,EVALUACION DE CALIDAD SPF EN ANIMALES GENERADOS EN GRANJAS PRODUCTORAS DE ANIMALES LIBRES DE PATOGENOS ESPECIFICOS.,FARMACEUTICA,2619564
NACURI S DE RL DE CV,ETAPA I: MODULOS ELECTRONICOS CON SENSORES INTERCONECTABLES  PARA LA HABILITACION DE AMBIENTES INTELIGENTES BASADOS EN LA IDENTIFICACION DE EVENTOS,ELECTRONICA,1345957.5
PHARMACEUTICALS MEXICANA SA DE CV,DESARROLLO BIOTECNOLOGICO PARA LA PRODUCCION A NIVEL PILOTO DE UN ADITIVO ALIMENTARIO INNOVADOR PARA LA CAMARONICULTURA,FARMACEUTICA,5871836
ALTA TECNOLOGIA INDUSTRIAL PARA LA SALUD ANIMAL SA DE CV,"EVALUACION DEL MODULADOR ALOSTATICO EN EL BIENESTAR ANIMAL, CALIDAD DE LA CARNE Y CONTROL DE MERMAS DURANTE LOS MANEJOS DE TENSIONANTES EN EL DESARROLLO DE BOVINOS DE ENGORDA, AVES Y CERDOS.",FARMACEUTICA,3391685
CONSORCIO ONIX SA DE CV,INNOVACION EN EL PROCESO PARA DESARROLLAR UNA BEBIDA FERMENTADA TIPO CERVEZA,ALIMENTOS,9112281
INGENIERIA CONSULTORIA Y ASISTENCIA EN LA CONSTRUCCION VORSEVI MEXICO SA DE CV,"GENERACION DE METODOLOGIA PARA LABORATORIOS DE ENSAYOS, BASADA EN UN SISTEMA
DE INFORMACION PARA EL DESARROLLO Y LA MEJORA DE LA EFICIENCIA, CALIDAD Y
FLEXIBILIDAD EN LOS PROCESOS, CONTROL Y SUPERVISION (EFIMAX)",TECNOLOGIAS DE LA INFORMACION,1669698
FLEXTRONICS MANUFACTURING MEX SA DE CV,CREACION DEL LABORATORIO DE AUTOMATIZACION DE FLEXTRONICS MEXICO,MECATRONICA,668256
TELEMATICA TELEMETRIA Y RADIOFRECUENCIA SA DE CV,SISTEMA DE CONTROL DE ACCESO BASADO EN TECNOLOGIA RFID,TELECOMUNICACIONES,1067932
LABORATORIO DE BIOTECNOLOGIA APLICADA  S  DE  RL  DE  CV,ESCALAMIENTO Y VALIDACION DE UNA VACUNA BIOLOGICA CONTRA GARRAPATA,BIOTECNOLOGIA,773142
ARTIFIBRAS SA DE CV,"PARAMETRIZACION, DISENO Y DESARROLLO TECNOLOGICO DE UN TRATAMIENTO POR PRESION DE AIRE EN LA PREPARACION DE POLIPROPILENO EXPANDIDO -EPP- PARA EL DESARROLLO DE PARTES Y COMPONENTES CON PROPIEDADES SUPERIORES DE DESEMPENO PARA LA INDUSTRIA AUTOMOTRIZ",AUTOMOTRIZ,957699
DESARROLLADORA Y COMERCIALIZADORA DE IDEAS Y PROYECTOS GRAFICOS SA DE CV,OPTIMIZACION INTEGRAL DE UN EQUIPO INNOVADOR DE CONTROL DE VELOCIDAD VEHICULAR INTELIGENTE QUE MEJORE LA EDUCACION VIAL,TECNOLOGIAS DE LA INFORMACION,4476076
INNOSYSTECH SA DE CV,DISENO Y DESARROLLO DE UN SISTEMA INNOVADOR PARA EL AHORRO  DE GAS EN CALENTADORES CONVENCIONALES DE AGUA,EQUIPO DE MEDICION Y CONTROL,4356200
LAPISA SA DE CV,"DISENO, FABRICACION Y PUESTA EN MARCHA DE UNA ESTACION AUTOMATICA PARA EL LLENADO Y ENSAMBLE DE CARTUCHOS DE IMPLANTES VETERINARIOS / DESARROLLO DE UN APLICADOR Y CARTUCHOS PARA IMPLANTES EN GANADO.",MAQUINARIA INDUSTRIAL,2881932
LAPISA SA DE CV,#¿NOMBRE?,AGROINDUSTRIAL,1241396
EFECTO MESCALINA SAPI DE CV,"FUTURE CRAFTS 2014: SISTEMA DE INTERCONEXION ENTRE LA WEB 2.0 Y EL INTERNET DE LAS COSAS, PARA APLICACIONES DE MARKETING DIGITAL.",EQUIPO DE MEDICION Y CONTROL,1513210
CORPORATIVO DE DESARROLLO SUSTENTABLE SA DE CV,INTEGRACION DE NANOCOMPONENTES EN LA ELABORACION DE INOCULANTES A BASE DE TRICHODERMA Y  PROMOTORES DEL CRECIMIENTO DE ORIGEN VEGETAL (BRASINOESTEROIDES),AGROINDUSTRIAL,7487639
OPTIMAL BERRY S DE RL DE CV,DISENO Y DESARROLLO DE TECNOLOGIA DE PROCESO A NIVEL PLANTA PILOTO PARA DARLE VALOR AGREGADO A LA FRUTA EN FRESCO Y DESARROLLAR PRODUCTOS ALIMENTICIOS CON PROPIEDADES SUPERIORES Y CALIDAD OPTIMA PARA LA EXPORTACION,ALIMENTOS,8643834
LABORATORIO RAAM DE SAHUAYO SA DE CV,PRODUCCION DE FACTORES HUMANOS DE COAGULACION RECOMBINANTES,FARMACEUTICA,993000
ILCON SA DE CV,DESARROLLO DE UN SISTEMA DE EVALUACION INTEGRAL DE PAVIMENTOS URBANOS Y PROPUESTAS DE MODERNIZACION,CONSTRUCCION,4507237
AGROVIM SA DE CV,"CARACTERIZACION FISICO-QUIMICA, ESTUDIO DE BENCHMARKING TECNOLOGICO Y DESARROLLO DE TECNOLOGIA DE PROCESO PARA LA INNOVACION DE MATERIALES DE EMPAQUE CON PROPIEDADES SUPERIORES DE PRESERVACION DURANTE EL MANEJO POST COSECHA DE PRODUCTOS AGRICOLAS",AGROINDUSTRIAL,10585810
GRUPO DIPRALIGHT SA DE CV,"CENTRO DE INVESTIGACION Y DESARROLLO EN SISTEMAS DE ILUMINACION DE ESTADO SOLIDO PARA EL APROVECHAMIENTO Y USO SUSTENTABLE DE LA ENERGIA, ETAPA 3",ENERGIA,1401925
LAPISA SA DE CV,"DISENO Y PUESTA EN MARCHA DE UNA PLANTA PILOTO DE ANTIBIOTICOS CEFALOSPORINICOS DE AMPLIO ESPECTRO, UNICA EN MEXICO.",FARMACEUTICA,9116932
PLAD SA DE CV,"TERCERA ETAPA: DESARROLLO Y VALIDACION DE PROTOTIPO INNOVADOR DE VIVIENDAS PREFABRICADAS, DESMONTABLES, CON PATENTE 283076",CONSTRUCCION,5551534
ERANA CONSULTORES S DE RL DE CV,SISTEMA BASADO EN CONOCIMIENTO PARA SALUD MENTAL COMO INDICADOR DE RESPONSABILIDAD SOCIAL EMPRESARIAL SEGUNDA ETAPA,TECNOLOGIAS DE LA INFORMACION,1746250
GABAN SERVICIOS TECNOLOGICOS SA DE CV,RED DE INNOVACION PARA LA GESTION DEL CONOCIMIENTO-U,TECNOLOGIAS DE LA INFORMACION,2728000
LABORATORIOS LIOMONT SA DE CV,DESARROLLO Y OPTIMIZACION DE UN CLON PRODUCTOR DE UN ANTICUERPO MONOCLONAL  ANTI-IGE Y COMPARABILIDAD PRELIMINAR CON PRODUCTO DE REFERENCIA,FARMACEUTICA,6888033
MODULO SOLAR SA DE CV,"CREACION DE UN CENTRO DE INGENIERIA Y UNA PLANTA PILOTO PARA LA INVESTIGACION, DESARROLLO E INNOVACION DE SISTEMAS DE CALENTAMIENTO DE AGUA Y ACONDICIONAMIENTO DE AMBIENTE QUE UTILICEN ENERGIA SOLAR PARA SU FUNCIONAMIENTO. ¨SEGUNDA ETAPA¨",ENERGIA,5161542
FORZA GLOBAL SOLUTIONS SA DE CV,"DISENO Y DESARROLLO DE UN PROTOTIPO DE VEHICULO DE BAJO COSTO PARA EL SECTOR AGRICOLA BASADO EN MATERIALES SUSTENTABLES, PROPULSADO POR COMBUSTIBLES DE BAJAS EMISIONES.",AUTOMOTRIZ,6637780
EQUIPOS MEDICOS VIZCARRA SA,OPTIMACION Y DESARROLLO DE CATETERES  VENOSOS CENTRALES ERGONOMICOS PARA LA REDUCCION DE INFECCIONES BACTERIANAS.,SALUD,6280000
LABORATORIOS SENOSIAIN SA DE CV,NUEVAS FORMAS SOLIDAS DE INGREDIENTES FARMACEUTICAMENTE ACTIVOS,FARMACEUTICA,1729458
TOC MAQUINAS INDUSTRIALES SA DE CV,DISENO Y DESARROLLO DE PROTOTIPO DE UNIDAD DE FOTOPOLIMERIZACION A PARTIR DE LEDS ULTRAVIOLETA,MAQUINARIA INDUSTRIAL,439557
LABORATORIO BIOGEN SA DE CV,CENTRO DE DIAGNOSTICO E INNOVACION TECNOLOGICA EN ACUICULTURA,SERVICIOS,4526350
AUTOMATIZACION Y SOFTWARE SA DE CV,SISTEMA PARA LA SIMULACION Y PREDICCION DE TENDENCIAS EPIDEMIOLOGICAS INCORPORANDO DINAMICAS POBLACIONALES USANDO REDES BAYESIANAS,TECNOLOGIAS DE LA INFORMACION,6337667
FCDIGITAL MEXICO SA DE CV,SISTEMA INTELIGENTE DE GESTION DE TALENTO Y PLANEACION VOCACIONAL  (ETAPA INICIAL),TECNOLOGIAS DE LA INFORMACION,743298
CORROSION Y PROTECCION SA DE CV,"INVESTIGACION Y DESARROLLO DE ALTERNATIVAS O DISENO, IMPLEMENTACION DE PARAMETROS ENFOCADOS Y CONSTRUCCION DE UN EDIFICIO SUSTENTABLE MODELO PARA CONSTRUCCIONES EN ZONAS TIPO TROPICAL SECO Y EQUIVALENTES (SEGUNDA PARTE)",ENERGIA,4333915
ILEY SA DE CV,SISTEMA DE CONTROL ADAPTABLE PARA LA GESTION INTEGRAL DE AGUA POTABLE Y RESIDUAL A CARROS TANQUE.,EQUIPO DE MEDICION Y CONTROL,1194932
UNILEVER MANUFACTURERA S DE RL DE CV,"DISENO Y DESARROLLO DE UN SIST DE CAPTACION DE AGUA DE LLUVIA Y SU TRATAMIENTO, PARA APROVECHAMIENTO EN AREAS DE PROD Y SERVICIO DE ARTICULOS DE CUIDADO PERSONAL CON REDUCCION EN EL CONSUMO DE LA RED DE AGUA POTABLE DEL 40% POR TON. DE PRODUCTO TERMINADO",ENERGIA,1094048
UNILEVER MANUFACTURERA S DE RL DE CV,"DISENO E IMPLANTACION DE UN SISTEMA INTELIGENTE DE ILUMINACION LED EN  RED  PARA LAS AREAS DE PRODUCCION DE ARTICULOS DE CUIDADO PERSONAL EN LA PLANTA CUERNAVACA, CON AHORRO ANUAL DE 63,858 KWH Y REDUCCION DE 487 TON. DE CO2",ELECTRICA,1228607
UNILEVER MANUFACTURERA S DE RL DE CV,"BUTTERFLY.- DISENO Y DESARROLLO DE SISTEMA DE RECUPERACION DE MERMA DE PRODUCTO EN LINEA, PARA LA LINEA DE AEROSOLES, UNICO EN SU TIPO, DERIVADO DE LA LIMPIEZA DE TUBERIA AL FINAL DE LA PRODUCCION.",MAQUINARIA INDUSTRIAL,614674
UNILEVER MANUFACTURERA S DE RL DE CV,"INCREMENTO PRODUCTIVIDAD.- DESARROLLO DE DISENOS MECANICOS Y COMPONENTES EN LA LINEA DE EMPAQUE DE DESODORANTES EN BARRA, PARA INCREMENTAR SU VELOCIDAD EN MAS DEL 60%, MANTENIENDO UN NIVEL DE EFICIENCIA DEL 83% CON IMPACTO EN LA PRODUCTIVIDAD.",MAQUINARIA INDUSTRIAL,290937
UNILEVER MANUFACTURERA S DE RL DE CV,"DESARROLLO DE BASE SOLIDA DE CRECIMIENTO EN COMUNICACION DE DATOS  ENTRE MAQUINAS, PROCESO, CONTROL DE  PRODUCCION Y MEJORA DE SOFTWARE CLIENTE (RED DE PROCESOS) SERVIDOR, ATRIBUTOS DE SEGURIDAD CON TOPOLOGIA ANILLO, ELIMINANDO CAIDAS EN CADENA DEL SIST.",TECNOLOGIAS DE LA INFORMACION,1508516
UNILEVER MANUFACTURERA S DE RL DE CV,"DESARROLLO DE UN PROCESO EFICIENTE EN LA GENERACION Y SUMINISTRO DE AGUA CALIENTE, ASI COMO EN LA OPTIMIZACION DEL DESEMPENO DEL SISTEMA DE VAPOR PARA MEJORA EN LINEAS DE PRODUCCION DE LA PLANTA CUERNAVACA, CON IMPACTOS PRODUCTIVO, ECONOMICO Y AMBIENTAL",ENERGIA,2244538
BIOFABRICA SIGLO XXI SA DE CV,DESARROLLO TECNOLOGICO DE CULTIVOS DE ALTA DENSIDAD CELULAR Y LARGA VIDA DE ANAQUEL DE BIOFERTILIZANTES BASADOS EN AZOSPIRILLUM BRASILENSE EN BIORREACTORES NEUMATICOS.,BIOTECNOLOGIA,1574754
ENERXPERT SA DE CV,"MODULO HIBRIDO DE COGENERACION CON ENERGIA SOLAR FOTOVOLTAICA Y TERMICA 
ETAPA 2: ANALISIS DE RESULTADOS Y OPTIMIZACION",ENERGIA,3546420
LIFE ONLINE SA DE CV,HERRAMIENTAS DE INTEGRACION CONCEPTUAL EN LINEA,TECNOLOGIAS DE LA INFORMACION,1673000
KSH INNOVACION AUTOMOTRIZ SA DE CV,DISENO Y DESARROLLO DE FLUIDO DIELECTRICO VEGETAL PARA TRANSFORMADORES ELECTRICOS A PARTIR DE ACEITE DE JATROPHA CURCAS,ENERGIA,1558750
SANBLO SA DE CV,SALUDMEX: SISTEMA DE DETECCION Y MONITOREO DE SIGNOS VITALES PARA PREVENCION DE ENFERMEDADES CARDIOVASCULARES,TECNOLOGIAS DE LA INFORMACION,1350000
ENERXPERT SA DE CV,"DISENO, CONTRUCCION Y PRUEBAS EN CAMPO DEL PROTOTIPO DE FILTRO PARA BIOGAS DIGERIDO DE EXCRETAS PORCINAS PARA GENERACION ELECTRICA MEDIANTE MICROTURBINAS DE 30 KW",ENERGIA,2295476
ENTERPRISE MANAGEMENT SERVICE SA DE CV,"SISTEMA INTEGRAL DE SUPERVISION Y MONITOREO PARA EL CALCULO DE AHORROS POR ADOPCION DE DIVERSAS FUENTES DE ENERGIA, ETAPA 1: DISENO Y DESARROLLO DEL PROTOTIPO",EQUIPO DE MEDICION Y CONTROL,2746632
GRUINDAG INTERNATIONAL SA DE CV,DESARROLLO DE UN PRODUCTO SOLIDO DE HIERRO QUELATADO CON EDDHA PARA SU USO COMO NUTRIENTE VEGETAL Y CORRECTOR DE CARENCIAS DE HIERRO,AGROINDUSTRIAL,1379642
INDUSTRIAS PLASTICAS MEDICAS SA DE CV,DETERMINACION DE LA DOSIS INHIBITORIA (DI-50) DE AGENTES METALICOS EN APOSITOS PARA EL CONTROL DE INFECCIONES Y SU DESARROLLO A NIVEL LABORATORIO.,QUIMICA,2211922
UNILEVER MANUFACTURERA S DE RL DE CV,"POWERBALL END OF LINE.- INNOVACION EN LINEA DE EMPAQUE DE AEROSOLES Y DISENO DE NUEVO FORMATO PARA 5 MARCAS DE ANTITRANSPIRANTES EN AEROSOL, DE ACUERDO A REQUERIMIENTOS DE COMERCIO PARA NORTEAMERICA (CARB PACKAGING).",MAQUINARIA INDUSTRIAL,634373
MALTA TEXO DE MEXICO SA DE CV,OBTENCION DE HARINA DE SANGRE DESHIDRATADA POR ASPERSION,ALIMENTOS,3450886
COMERCIALIZADORA DITEC SA DE CV,"DESARROLLO TECNOLOGICO DE UNA LINEA DE CONCENTRADOS EN POLVO  DE FRUTAS Y VERDURAS NATURALES, PARA UNA BEBIDA REVITALIZANTE Y BAJA EN CALORIAS",ALIMENTOS,7139000
PURES Y DERIVADOS DE NAYARIT S.RLMI,DESARROLLO DE NUEVAS FORMULACIONES DE PURES DE FRUTAS POTENCIALMENTE FUNCIONALES DESTINADOS AL MERCADO NACIONAL E INTERNACIONAL,ALIMENTOS,1437500
LABORATORIOS FYCSA S DE RL DE MI,"DESARROLLO DE UN NUEVO PRODUCTO EN GEL, REFRESCANTE Y REGENERANTE DE CELULAS CUTANEAS DE USO TOPICO, DESTINADO A TIENDAS DE CONVENIENCIA Y AUTOSERVICIO.",QUIMICA,1035000
CORPORATIVO CAMAGLO SA DE CV,DISENO DE INDICADORES ENZIMATICOS PARA EL CONTROL DE CALIDAD DE FLORETES DE BROCOLI Y COLIFLOR CONGELADOS POR IQF,ALIMENTOS,2472410
NATURA XALLI SA DE CV,SMARTPHONE APP PARA LA GRABACION DE VIDEOS DE OBJETOS Y SU RECONSTRUCCION EN 3D CON APOYO DE UN SERVIDOR DEDICADO.,TECNOLOGIAS DE LA INFORMACION,576655
CONSERVAS NATURALES EL SALTO SPR DE RL,OPTIMIZACION DE SOLUCIONES HIPERTONICAS EMPLEADAS EN LA DESHIDRATACION OSMOTICA AL ALTO VACIO DE FRUTAS TROPICALES,ALIMENTOS,2240780
DESARROLLO DE TECNOLOGIA LED SA DE CV,DISPOSITIVO Y METODO DE APLICACION BIOPELICULAS A BASE DE QUITOSANO PARA REDUCIR LA CONTAMINACION MICROBIOLOGICA EN PRODUCTOS CARNICOS,BIOTECNOLOGIA,5976575
CONTMIPEBIO SPR DE RL,"INNOVACIONES DE PROCESO EN LA PRODUCCION DE PLAGUICIDAS Y FUNGICIDAS BIOLOGICOS PARA SU
APLICACION EN CULTIVARES AGRICOLAS DE NAYARIT",AGROINDUSTRIAL,2378728
ECOUTTE MEXICANA SA DE CV,DISENO Y MANUFACTURA DE UN SISTEMA AUXILIAR AUDITIVO INTEGRADO CON TECNOLOGIA DIGITAL PROGRAMABLE,SALUD,3067480
CONSTRUCCIONES PESADAS DEL PACIFICO SA DE CV,PLANTA PILOTO PARA RECICLAJE DE ACEITES USADOS MEDIANTE TECNOLOGIAS  COALESCENTES Y CENTRIFUGANTES,SERVICIOS,1054600
3G HERRAMIENTAS SA DE CV,FORTALECIMIENTO DE CAPACIDADES TECNOLOGICAS PARA EL PROTOTIPADO DE HERRAMIENTAS DE CORTE EN MATERIALES AVANZADOS. ETAPA 3: LABORATORIO DE RECUBRIMIENTOS NANOESTRUCTURADOS MULTICAPA EN APLICACIONES DE BARRENADO PROFUNDO Y FRESADO.,MECATRONICA,9665960
MAQ REY SA DE CV,PROTOTIPADO DE VALVULAS PARA SISTEMAS DE FRENADO EN TRENES DE ATERRIZAJE. ETAPA 1: OPTIMIZACION DE RECUBRIMIENTOS ANTICORROSIVOS.,METALMECANICA,4842194
TERMOLITA SAPI DE CV,DESARROLLO DE UN NUEVO PROCESO DE RECUBRIMIENTO DE CARGAS MINERALES QUEAUMENTE SU FUNCIONALIDAD EN LA GENERACION DE NUEVOS MATERIALES COMPUESTOS.,QUIMICA,5024782
PROLEC GE INTERNACIONAL S DE RL DE CV,"DESARROLLO DE NUEVOS TRANSFORMADORES ECOLOGICOS DE ALTO DESEMPENO PARA SUBESTACIONES URBANAS, MEDIANTE EL USO DE ESTERES DIELECTRICOS. ETAPA II - EVALUACION DIELECTRICA EN PROTOTIPOS",ENERGIA,2350144
PROLEC GE INTERNACIONAL S DE RL DE CV,"DESARROLLO DE UNA HERRAMIENTA COMPUTACIONAL BASADA EN SOFTWARE CAE PARA EL ANALISIS MULTIFISICO ELECTROSTATICO, ELECTROMAGNETICO Y TERMICO DE COMPONENTES DE TRANSFORMADORES DE POTENCIA - ETAPA II: AUTOMATIZACION, VALIDACION Y AJUSTES DE LA SOLUCION NUMER",ELECTRICA,1957680
FRISA FORJADOS SA DE CV,NUEVOS ALGORITMOS PREDICTIVOS DE PROPIEDADES MICROESTRUCTURALES EN MANUFACTURA AVANZADA DE ANILLOS PARA TURBINAS Y MOTORES-FASE 2,SIDERURGIA,1636180
SIEMENS SA DE CV,TECNOLOGIA DE ACTUACION BIMETALICA POR IMPACTO PARA LA INTERRUPCION DE ALTAS CORRIENTES EN ESPACIOS REDUCIDOS,ELECTRICA,1253347
BEGA MOLDES Y TROQUELES SA DE CV,LABORATORIO DE PROTOTIPOS USANDO CROMOFOROS CON ACTIVIDAD OPTICA NO LINEAL PARA LA FABRICACION DE BATERIAS A BASE A AZO COMPUESTOS Y GRUPOS FUNCIONALES DONADORES Y ACEPTORES DE ELECTRONES ACIDO CITRICO Y QUITOSANO,METALMECANICA,5345406
SISTEMAS AUTOMOTRICES DE MEXICO SA DE CV,DESARROLLO DEL MODELO DE INNOVACION TECNOLOGICA Y FORTALECIMIENTO DE CAPACIDADES DE INFRAESTRUCTURA R&DT+I ETAPA II DEL CDTH: LABORATORIOS DE DESARROLLO DE PRODUCTOS.,AUTOMOTRIZ,14208166
CENTRO DE DESARROLLO TECNOLOGICO E INNOVACION WHM S DE RL DE CV,"REFRIGERADORES DIFERENCIADOS MEDIANTE DESARROLLOS EN RED CIENTIFICO TECNOLOGICA: NANOESPUMAS AISLANTES, POLIMEROS METALIZADOS Y ENFRIADOR ACELERADO-FASE 2",PLASTICOS,5688908
INDUSTRIAS IRO SA DE CV,"INVESTIGACION, DESARROLLO E IMPLEMENTACION DE UNA PLANTA PILOTO DE DISPERSIONES UNIVERSALES (TINTAS), CON ALTO CONTENIDO DE SOLIDOS,  ALTAMENTE ESTABLES, SUSTENTABLES Y BIODEGRADABLES, PARA PARA USO EN PUNTO DE VENTA DE PINTURAS ARQUITECTONICAS",QUIMICA,1251530
ORCHESSTRA SOFTWARE SOLUTIONS S DE RL DE CV,ORCHESSTRA SOFTWARE PRODUCTION LINE OSPLINE,TECNOLOGIAS DE LA INFORMACION,505710
GOVAL INTERNACIONAL SA DE CV,DESARROLLO DE UNA PROTESIS TEMPORAL DE CADERA PARA LA LIBERACION CONTROLADA DE ANTIBIOTICO,METALURGIA,4365000
CYBER MAYOREO SA DE CV,DESARROLLO DE UN COMPOSITO PARA CONTROL DE LA SOLIDIFICACION EN EL PROCESO DE INVESTMENT CASTING,AEROESPACIAL,4275000
